Timestamp,Heart Rate (BPM),SpO₂ (%),Airflow (0-1),Chest Movement (0-1),Breath Rate (RPM),Position
2024-01-15 23:47:26,61.1,97.6,1,0.992,14.5,supine
2024-01-15 23:47:28,61.1,97.7,1,0.988,12.8,supine
2024-01-15 23:47:30,61.2,97.7,0.998,1,14.1,supine
2024-01-15 23:47:32,60.3,97.5,0.956,1,13.6,supine
2024-01-15 23:47:34,63.8,97.5,0.995,1,14.4,supine
2024-01-15 23:47:36,60.9,97.5,1,1,14.3,supine
2024-01-15 23:47:38,63.8,97.7,0.987,0.986,13.8,supine
2024-01-15 23:47:40,61.2,97.4,1,1,14.4,supine
2024-01-15 23:47:42,60.3,97.4,1,1,13.4,supine
2024-01-15 23:47:44,62.6,97.5,1,0.993,13.5,supine
2024-01-15 23:47:46,60.7,97.8,0.997,0.997,14,supine
2024-01-15 23:47:48,62.8,97,0.988,0.943,14.3,supine
2024-01-15 23:47:50,61,97.1,1,1,15.1,supine
2024-01-15 23:47:52,58.9,97.5,0.993,1,13.7,supine
2024-01-15 23:47:54,62,97.7,1,0.996,13.8,supine
2024-01-15 23:47:56,60.6,97.4,1,1,14.4,supine
2024-01-15 23:47:58,62.4,97.2,0.996,1,14.9,supine
2024-01-15 23:48:00,58.6,97.7,1,0.959,13.6,supine
2024-01-15 23:48:02,61.1,97.5,1,0.997,14.6,supine
2024-01-15 23:48:04,57.9,97.8,0.995,0.996,14.6,supine
2024-01-15 23:48:06,61.2,97.7,1,1,13,supine
2024-01-15 23:48:08,61.4,97.1,0.99,1,13.2,supine
2024-01-15 23:48:10,62.2,97.7,1,0.994,15,supine
2024-01-15 23:48:12,63.2,97.4,0.974,1,13.4,supine
2024-01-15 23:48:14,62.8,97.2,0.946,1,13.4,supine
2024-01-15 23:48:16,58.9,97.5,1,0.993,13.2,supine
2024-01-15 23:48:18,61.6,97.5,0.947,0.997,13.2,supine
2024-01-15 23:48:20,61.9,97.3,0.918,0.952,13.2,supine
2024-01-15 23:48:22,61.1,97.5,1,0.971,14.4,supine
2024-01-15 23:48:24,59.7,97.5,0.961,0.944,13.4,supine
2024-01-15 23:48:26,61.4,97.6,1,1,13.7,supine
2024-01-15 23:48:28,61.3,96.8,1,0.955,13.4,supine
2024-01-15 23:48:30,61.2,97,0.985,0.991,13.9,supine
2024-01-15 23:48:32,60.9,98.2,0.982,1,14.5,supine
2024-01-15 23:48:34,63,97.6,1,0.999,13.8,supine
2024-01-15 23:48:36,61.7,97.7,1,1,13.6,supine
2024-01-15 23:48:38,62.1,97.3,0.982,0.98,14.3,supine
2024-01-15 23:48:40,60.9,97.2,0.973,1,14,supine
2024-01-15 23:48:42,61.7,97.4,1,0.989,14.1,supine
2024-01-15 23:48:44,62.1,97.3,1,1,14.6,supine
2024-01-15 23:48:46,61.8,97.5,0.982,1,13.8,supine
2024-01-15 23:48:48,64.4,97.6,1,1,14.9,supine
2024-01-15 23:48:50,63.3,97.3,1,1,13.7,supine
2024-01-15 23:48:52,60.7,97.4,0.962,1,15.5,supine
2024-01-15 23:48:54,63.3,97.8,0.986,1,13.9,supine
2024-01-15 23:48:56,61.1,97.7,1,1,13.1,supine
2024-01-15 23:48:58,59.5,97.1,1,0.966,13.1,supine
2024-01-15 23:49:00,63.5,97.8,1,0.972,14,supine
2024-01-15 23:49:02,63,97.4,1,1,13.5,supine
2024-01-15 23:49:04,62.5,97.7,1,1,14.2,supine
2024-01-15 23:49:06,62.1,97.8,1,0.981,14.4,supine
2024-01-15 23:49:08,61.7,97.9,1,1,14.7,supine
2024-01-15 23:49:10,63.8,97.3,0.954,0.988,14.4,supine
2024-01-15 23:49:12,62.7,97.2,0.973,1,14.3,supine
2024-01-15 23:49:14,60.6,97.6,1,1,14.1,supine
2024-01-15 23:49:16,63.4,97.2,1,1,14.3,supine
2024-01-15 23:49:18,63.7,97.5,0.988,1,14.2,supine
2024-01-15 23:49:20,60.8,97.6,1,1,14,supine
2024-01-15 23:49:22,61.2,97.8,1,1,14.2,supine
2024-01-15 23:49:24,63.8,97.4,0.98,1,13.2,supine
2024-01-15 23:49:26,62.5,97.4,1,0.975,14.3,supine
2024-01-15 23:49:28,59.3,97.4,1,1,14.2,supine
2024-01-15 23:49:30,59.1,97,1,0.948,14.4,supine
2024-01-15 23:49:32,59.9,97.5,0.984,0.998,13.6,supine
2024-01-15 23:49:34,63.4,97.7,1,1,13.4,supine
2024-01-15 23:49:36,63.9,97.4,0.985,1,13.9,supine
2024-01-15 23:49:38,62.8,98.2,1,0.981,13.8,supine
2024-01-15 23:49:40,62.4,97.8,1,1,13.7,supine
2024-01-15 23:49:42,63.1,97.3,1,0.966,14.4,supine
2024-01-15 23:49:44,59.5,97.7,1,0.999,14.1,supine
2024-01-15 23:49:46,61.8,98,0.952,0.966,14.3,supine
2024-01-15 23:49:48,60.3,97.7,1,0.943,14.4,supine
2024-01-15 23:49:50,64.3,97.7,0.991,1,14.1,supine
2024-01-15 23:49:52,62.1,97.6,1,0.946,13.3,supine
2024-01-15 23:49:54,60.6,96.9,1,0.994,13.1,supine
2024-01-15 23:49:56,62.4,97.7,0.965,0.963,14,supine
2024-01-15 23:49:58,62.5,97.1,0.981,0.974,13.7,supine
2024-01-15 23:50:00,59.1,97.4,0.969,0.993,14.6,supine
2024-01-15 23:50:02,61.4,97.8,1,0.97,14.3,supine
2024-01-15 23:50:04,62.8,97.8,0.995,0.975,13.5,supine
2024-01-15 23:50:06,62.7,97.4,1,1,13.7,supine
2024-01-15 23:50:08,63.6,97,1,0.967,14.2,supine
2024-01-15 23:50:10,61.9,97.3,1,1,13.5,supine
2024-01-15 23:50:12,60.1,97.5,0.991,1,14.3,supine
2024-01-15 23:50:14,61.1,97.6,0.997,0.986,14,supine
2024-01-15 23:50:16,59.7,97.2,0.943,0.994,13.7,supine
2024-01-15 23:50:18,61.3,97.5,0.986,1,13.7,supine
2024-01-15 23:50:20,63.8,97.2,0.981,1,14.3,supine
2024-01-15 23:50:22,61.4,97.7,0.964,1,14.5,supine
2024-01-15 23:50:24,59.2,97.4,0.993,0.994,13.8,supine
2024-01-15 23:50:26,62.3,97.5,0.954,1,13.7,supine
2024-01-15 23:50:28,61.2,97.3,0.973,1,14.4,supine
2024-01-15 23:50:30,58.3,98,0.967,1,13,supine
2024-01-15 23:50:32,62.7,97.5,1,1,14.6,supine
2024-01-15 23:50:34,62.1,98.3,1,0.957,14.1,supine
2024-01-15 23:50:36,61.5,97.3,0.967,1,13.8,supine
2024-01-15 23:50:38,60.6,97.7,0.972,1,13,supine
2024-01-15 23:50:40,62.9,97.6,0.972,1,14.9,supine
2024-01-15 23:50:42,61.1,96.9,0.997,1,14.1,supine
2024-01-15 23:50:44,63.1,97.5,0.988,1,14.2,supine
2024-01-15 23:50:46,63.7,97.8,1,1,14.9,supine
2024-01-15 23:50:48,62.6,97.8,1,1,14.4,supine
2024-01-15 23:50:50,59.9,97.1,0.993,0.961,14,supine
2024-01-15 23:50:52,61.6,97,1,0.966,14.2,supine
2024-01-15 23:50:54,64.6,97.7,1,1,13.9,supine
2024-01-15 23:50:56,61.2,97.5,0.966,1,14.1,supine
2024-01-15 23:50:58,60.2,97.8,1,1,13.5,supine
2024-01-15 23:51:00,62.5,97.7,0.97,0.997,14.6,supine
2024-01-15 23:51:02,61.9,97.7,1,0.995,13.5,supine
2024-01-15 23:51:04,59.7,97.3,1,0.987,14.1,supine
2024-01-15 23:51:06,64.6,97,0.989,0.982,13.7,supine
2024-01-15 23:51:08,62.3,97.9,0.968,1,13.1,supine
2024-01-15 23:51:10,60.1,97.4,0.977,1,14.4,supine
2024-01-15 23:51:12,62.3,97.3,1,1,13.7,supine
2024-01-15 23:51:14,60.9,97.3,1,1,14.1,supine
2024-01-15 23:51:16,63.2,97.3,1,1,13.5,supine
2024-01-15 23:51:18,62.4,98.1,1,1,13.5,supine
2024-01-15 23:51:20,63.8,97.6,0.964,1,13.4,supine
2024-01-15 23:51:22,59,97.2,0.964,1,14.3,supine
2024-01-15 23:51:24,61.7,97.9,1,1,14.2,supine
2024-01-15 23:51:26,61.9,98.2,0.991,0.987,13.9,supine
2024-01-15 23:51:28,59.1,97.6,0.979,1,13.6,supine
2024-01-15 23:51:30,59.3,97.5,0.985,0.999,14.3,supine
2024-01-15 23:51:32,61.9,97.3,1,1,14.3,supine
2024-01-15 23:51:34,60.7,97.5,0.95,0.97,13.7,supine
2024-01-15 23:51:36,63.6,97.7,0.991,0.984,14.5,supine
2024-01-15 23:51:38,61.8,97.2,1,0.999,14,supine
2024-01-15 23:51:40,60.9,97.1,0.937,1,13.7,supine
2024-01-15 23:51:42,64.5,97.2,0.98,0.942,14.5,supine
2024-01-15 23:51:44,60.9,97.9,0.966,1,13.6,supine
2024-01-15 23:51:46,60.1,97.6,0.933,0.992,14.3,supine
2024-01-15 23:51:48,62.7,98,0.974,0.994,14.4,supine
2024-01-15 23:51:50,60.3,97.7,1,0.976,13.9,supine
2024-01-15 23:51:52,61.5,97.4,0.981,0.982,13.9,supine
2024-01-15 23:51:54,62.6,97.7,1,0.98,13.5,supine
2024-01-15 23:51:56,61.7,98.1,0.971,0.968,12.7,supine
2024-01-15 23:51:58,63.6,97.5,0.983,0.97,14.1,supine
2024-01-15 23:52:00,61.3,97.7,1,1,13.6,supine
2024-01-15 23:52:02,62.7,97.5,0.973,1,14.4,supine
2024-01-15 23:52:04,61.8,97.5,0.964,1,13.8,supine
2024-01-15 23:52:06,59.1,97.6,0.95,1,14.2,supine
2024-01-15 23:52:08,62.1,97.7,1,1,14.4,supine
2024-01-15 23:52:10,61.9,97.4,0.97,0.958,13.6,supine
2024-01-15 23:52:12,59.4,97.5,0.966,1,14.2,supine
2024-01-15 23:52:14,62.1,97.3,1,1,14,supine
2024-01-15 23:52:16,63.4,97.3,0.964,0.987,13.6,supine
2024-01-15 23:52:18,62.7,97.4,1,1,13.4,supine
2024-01-15 23:52:20,63.3,97.2,1,0.985,13.7,supine
2024-01-15 23:52:22,61.9,98,0.982,0.979,13.6,supine
2024-01-15 23:52:24,62.6,97.5,1,0.998,14.1,supine
2024-01-15 23:52:26,60.9,97.7,1,0.983,13.8,supine
2024-01-15 23:52:28,61.8,97.8,1,1,14.5,supine
2024-01-15 23:52:30,63.3,97.1,1,1,15.4,supine
2024-01-15 23:52:32,57.6,97.3,0.974,0.954,14.3,supine
2024-01-15 23:52:34,60.4,97.1,0.991,0.999,14.1,supine
2024-01-15 23:52:36,60.1,97.4,1,0.965,15.1,supine
2024-01-15 23:52:38,64,97.2,0.998,1,13.8,supine
2024-01-15 23:52:40,61.1,97.3,1,1,14.8,supine
2024-01-15 23:52:42,61.3,96.8,1,0.966,14.4,supine
2024-01-15 23:52:44,60.3,97.8,1,0.981,14.8,supine
2024-01-15 23:52:46,61.4,97.2,1,1,13.3,supine
2024-01-15 23:52:48,61.9,97.5,0.963,0.963,14,supine
2024-01-15 23:52:50,60.6,96.7,1,0.973,13.7,supine
2024-01-15 23:52:52,60,97,0.939,0.944,14.6,supine
2024-01-15 23:52:54,60.5,97.6,0.962,0.952,14.3,supine
2024-01-15 23:52:56,59.8,97.3,1,0.963,14.5,supine
2024-01-15 23:52:58,63.5,97.7,1,0.973,14.2,supine
2024-01-15 23:53:00,63.5,98.2,0.993,1,13.1,supine
2024-01-15 23:53:02,60.3,97.3,0.963,0.918,13.7,supine
2024-01-15 23:53:04,60.8,97,1,1,14.1,supine
2024-01-15 23:53:06,60.2,97.6,1,1,13.3,supine
2024-01-15 23:53:08,63.3,97.6,1,1,14.2,supine
2024-01-15 23:53:10,61.4,97.4,1,1,14,supine
2024-01-15 23:53:12,65.4,97.1,0.966,0.968,14.1,supine
2024-01-15 23:53:14,59.7,97.1,1,0.987,13.3,supine
2024-01-15 23:53:16,63.1,97.2,1,1,13.8,supine
2024-01-15 23:53:18,61.4,97.6,1,1,13.9,supine
2024-01-15 23:53:20,62.3,97.7,0.995,0.98,14.1,supine
2024-01-15 23:53:22,62.3,97.3,0.952,1,12.8,supine
2024-01-15 23:53:24,60.6,97.6,0.986,1,14.3,supine
2024-01-15 23:53:26,60.8,96.9,1,0.983,14.3,supine
2024-01-15 23:53:28,63.4,96.8,1,0.956,14.1,supine
2024-01-15 23:53:30,63.8,97.1,1,0.993,14,supine
2024-01-15 23:53:32,64.5,96.8,0.975,0.997,13.8,supine
2024-01-15 23:53:34,63.1,97.1,0.985,1,14.7,supine
2024-01-15 23:53:36,59.5,97,0.965,1,13.1,supine
2024-01-15 23:53:38,60.9,98,1,1,13.7,supine
2024-01-15 23:53:40,60.4,97.3,1,0.998,14,supine
2024-01-15 23:53:42,64.1,97.3,1,0.971,14.3,supine
2024-01-15 23:53:44,62.4,97.7,1,1,14.3,supine
2024-01-15 23:53:46,60.7,97.6,1,1,14.6,supine
2024-01-15 23:53:48,63.2,97.4,0.961,0.981,13.4,supine
2024-01-15 23:53:50,61.4,97.3,0.97,1,14.5,supine
2024-01-15 23:53:52,60.4,97.7,0.99,1,13.8,supine
2024-01-15 23:53:54,60.1,97.4,1,1,13.4,supine
2024-01-15 23:53:56,63.5,97.7,0.981,1,14.4,supine
2024-01-15 23:53:58,62.3,98.2,1,1,14,supine
2024-01-15 23:54:00,62,97.9,1,1,14.3,supine
2024-01-15 23:54:02,59.5,97.5,1,0.991,14.2,supine
2024-01-15 23:54:04,61.7,97.2,1,0.976,14.2,supine
2024-01-15 23:54:06,62.7,97.8,0.996,1,14.3,supine
2024-01-15 23:54:08,62.3,97.2,0.988,0.988,14.2,supine
2024-01-15 23:54:10,62.9,97.1,1,1,14.3,supine
2024-01-15 23:54:12,63,97.3,1,0.982,14.8,supine
2024-01-15 23:54:14,62.6,97.7,1,0.984,13.9,supine
2024-01-15 23:54:16,60.7,97.6,0.973,0.983,14.1,supine
2024-01-15 23:54:18,63.8,97.7,1,0.981,14.2,supine
2024-01-15 23:54:20,61.6,96.9,1,0.958,14.9,supine
2024-01-15 23:54:22,60.6,97.7,1,1,13.3,supine
2024-01-15 23:54:24,63,97.9,1,0.972,13.7,supine
2024-01-15 23:54:26,60.7,97.3,0.981,0.954,13.1,supine
2024-01-15 23:54:28,62.3,97.3,1,0.987,13.4,supine
2024-01-15 23:54:30,61.7,97.1,1,1,13.8,supine
2024-01-15 23:54:32,63.3,97.8,1,1,14.3,supine
2024-01-15 23:54:34,60.6,97.3,1,1,14.1,supine
2024-01-15 23:54:36,63.8,97.4,0.962,0.997,13.5,supine
2024-01-15 23:54:38,62.1,97.5,0.998,0.997,13.6,supine
2024-01-15 23:54:40,60.7,98.2,1,0.974,14.8,supine
2024-01-15 23:54:42,58.8,97.8,0.985,0.971,14.2,supine
2024-01-15 23:54:44,59.7,97.2,1,1,13.6,supine
2024-01-15 23:54:46,61.5,97.5,1,0.966,14,supine
2024-01-15 23:54:48,61.1,97.3,0.992,1,14.2,supine
2024-01-15 23:54:50,64.1,97.3,1,1,13.6,supine
2024-01-15 23:54:52,63.9,96.8,1,1,13.9,supine
2024-01-15 23:54:54,60.2,97.5,1,1,13.9,supine
2024-01-15 23:54:56,64.5,97.6,1,1,13.7,supine
2024-01-15 23:54:58,60.3,97.5,1,0.995,14.2,supine
2024-01-15 23:55:00,62.5,98.2,1,1,13.9,supine
2024-01-15 23:55:02,62.3,97.1,0.949,0.972,14,supine
2024-01-15 23:55:04,63.7,97.4,0.995,0.967,13.5,supine
2024-01-15 23:55:06,62.8,98,1,0.985,13.8,supine
2024-01-15 23:55:08,64.6,97.1,0.988,1,13.8,supine
2024-01-15 23:55:10,60.2,97.5,0.975,0.987,14.2,supine
2024-01-15 23:55:12,65.1,97.5,1,1,14.1,supine
2024-01-15 23:55:14,61.5,97,1,1,14.6,supine
2024-01-15 23:55:16,61.9,97.6,1,0.967,14.5,supine
2024-01-15 23:55:18,63.7,97.5,1,0.96,13.4,supine
2024-01-15 23:55:20,62.3,97.8,0.937,1,13.1,supine
2024-01-15 23:55:22,59.7,97.5,0.976,1,13.4,supine
2024-01-15 23:55:24,63.7,97.5,1,1,14.7,supine
2024-01-15 23:55:26,62,97.8,1,0.994,14.3,supine
2024-01-15 23:55:28,60.4,97.1,1,0.996,14,supine
2024-01-15 23:55:30,63.4,97.3,1,0.964,13.4,supine
2024-01-15 23:55:32,64.4,97.8,1,0.988,14.3,supine
2024-01-15 23:55:34,64.1,97.9,1,0.996,13.7,supine
2024-01-15 23:55:36,60,98,0.967,0.963,13.6,supine
2024-01-15 23:55:38,62.8,97.9,1,1,14.5,supine
2024-01-15 23:55:40,63.1,97.2,0.98,0.957,14.5,supine
2024-01-15 23:55:42,60.5,97.4,1,1,13.7,supine
2024-01-15 23:55:44,60.6,97.5,1,1,13.8,supine
2024-01-15 23:55:46,61.6,97.2,0.947,0.984,14.8,supine
2024-01-15 23:55:48,63,97.3,0.96,1,13.7,supine
2024-01-15 23:55:50,61.2,97.4,1,1,14.2,supine
2024-01-15 23:55:52,62.6,97.6,1,0.961,13.4,supine
2024-01-15 23:55:54,61.1,96.9,0.969,0.992,14.3,supine
2024-01-15 23:55:56,62.1,97.2,0.956,1,13.8,supine
2024-01-15 23:55:58,62.7,97.5,1,1,13.4,supine
2024-01-15 23:56:00,60.3,97.8,1,0.972,14,supine
2024-01-15 23:56:02,59.3,97.5,0.986,1,14.2,supine
2024-01-15 23:56:04,60.9,97.7,1,1,13.4,supine
2024-01-15 23:56:06,61.2,97.2,0.99,1,13,supine
2024-01-15 23:56:08,62.6,97.5,1,1,13.7,supine
2024-01-15 23:56:10,61.9,97.5,1,1,13.7,supine
2024-01-15 23:56:12,64.2,96.7,0.98,0.967,13.8,supine
2024-01-15 23:56:14,59.5,96.6,1,0.949,14.2,supine
2024-01-15 23:56:16,61.6,97.8,1,0.969,14.1,supine
2024-01-15 23:56:18,62.8,97.1,0.971,0.999,14.2,supine
2024-01-15 23:56:20,65.2,97.2,1,1,13.8,supine
2024-01-15 23:56:22,62.3,97.7,0.997,1,14.2,supine
2024-01-15 23:56:24,63.7,97.1,1,0.99,14.1,supine
2024-01-15 23:56:26,60.8,98.2,1,0.992,13.3,supine
2024-01-15 23:56:28,63.3,97.4,0.968,1,14.3,supine
2024-01-15 23:56:30,59.6,97.4,1,0.996,14,supine
2024-01-15 23:56:32,61.9,97.2,1,1,13.7,supine
2024-01-15 23:56:34,65,97.6,1,1,13.5,supine
2024-01-15 23:56:36,62.8,97.7,1,0.999,14.3,supine
2024-01-15 23:56:38,65.4,97.4,0.972,1,14.1,supine
2024-01-15 23:56:40,62.7,96.9,0.963,0.995,13.7,supine
2024-01-15 23:56:42,62.3,97.6,1,0.968,14.8,supine
2024-01-15 23:56:44,62.7,97.3,1,1,13,supine
2024-01-15 23:56:46,63,97.7,1,1,14.4,supine
2024-01-15 23:56:48,61.7,97.2,1,0.989,13.6,supine
2024-01-15 23:56:50,61,97.9,1,0.996,13.4,supine
2024-01-15 23:56:52,65,97.3,0.979,1,14,supine
2024-01-15 23:56:54,61.2,97.5,1,1,14.3,supine
2024-01-15 23:56:56,63.3,97.5,1,0.998,14.5,supine
2024-01-15 23:56:58,60.1,97.6,1,1,13.8,supine
2024-01-15 23:57:00,61.1,97.2,0.996,1,14.2,supine
2024-01-15 23:57:02,62.6,97.1,1,1,14.8,supine
2024-01-15 23:57:04,59.3,98,1,0.991,14.4,supine
2024-01-15 23:57:06,62.4,97.3,0.992,1,13.7,supine
2024-01-15 23:57:08,62.7,97.2,1,0.97,14.4,supine
2024-01-15 23:57:10,62.7,97.9,1,0.946,13.4,supine
2024-01-15 23:57:12,62.8,97.5,0.975,0.95,12.4,supine
2024-01-15 23:57:14,65.4,97.6,0.982,1,14.9,supine
2024-01-15 23:57:16,62.9,96.8,0.964,0.983,13.6,supine
2024-01-15 23:57:18,60.1,97.8,0.983,0.98,13.4,supine
2024-01-15 23:57:20,62.2,97.6,1,0.975,14.5,supine
2024-01-15 23:57:22,62.2,97,0.956,0.983,13.5,supine
2024-01-15 23:57:24,63,97.6,0.988,1,13.9,supine
2024-01-15 23:57:26,61.8,97.4,0.94,1,14.2,supine
2024-01-15 23:57:28,61.4,97.5,1,1,13.7,supine
2024-01-15 23:57:30,61.3,97.6,0.991,0.983,15.2,supine
2024-01-15 23:57:32,61.8,97.4,1,1,14.4,supine
2024-01-15 23:57:34,57.6,97.9,1,1,14.2,supine
2024-01-15 23:57:36,63.6,97,1,0.999,13.7,supine
2024-01-15 23:57:38,62,97.3,0.998,1,13.9,supine
2024-01-15 23:57:40,64.5,97.5,0.973,0.999,14.2,supine
2024-01-15 23:57:42,62.2,97.3,0.963,0.967,14.1,supine
2024-01-15 23:57:44,62.3,97.7,0.984,1,14.5,supine
2024-01-15 23:57:46,61.4,97.3,1,1,13.8,supine
2024-01-15 23:57:48,61.3,97.2,1,1,13.6,supine
2024-01-15 23:57:50,61.9,97.7,0.967,0.969,14.3,supine
2024-01-15 23:57:52,62.1,98.1,0.966,1,13.8,supine
2024-01-15 23:57:54,60.9,97.8,0.986,0.949,14.6,supine
2024-01-15 23:57:56,63.5,97.5,1,1,13.9,supine
2024-01-15 23:57:58,63.7,97.3,1,0.995,13.5,supine
2024-01-15 23:58:00,61.5,97.8,1,1,13,supine
2024-01-15 23:58:02,61.5,96.9,1,0.997,13.9,supine
2024-01-15 23:58:04,60.5,97.7,0.957,0.983,13.8,supine
2024-01-15 23:58:06,64.3,97.1,0.994,1,14.1,supine
2024-01-15 23:58:08,60.6,97.8,1,0.954,13.9,supine
2024-01-15 23:58:10,61.5,97.4,1,0.966,14.2,supine
2024-01-15 23:58:12,62.7,97.3,1,0.992,14.7,supine
2024-01-15 23:58:14,62.8,97.1,0.992,1,14.8,supine
2024-01-15 23:58:16,63.2,97.4,1,1,13.4,supine
2024-01-15 23:58:18,61.7,97.5,1,1,14.6,supine
2024-01-15 23:58:20,63.8,97.6,1,0.971,13.9,supine
2024-01-15 23:58:22,62.1,97.5,0.951,0.982,13.7,supine
2024-01-15 23:58:24,61.2,97.6,1,0.936,14.3,supine
2024-01-15 23:58:26,62.5,98,1,0.984,13.7,supine
2024-01-15 23:58:28,62.8,97.7,0.986,1,13.9,supine
2024-01-15 23:58:30,63.8,97.7,0.981,1,14.2,supine
2024-01-15 23:58:32,64.6,97.5,0.979,0.979,13.2,supine
2024-01-15 23:58:34,62.7,97.3,0.994,1,13.8,supine
2024-01-15 23:58:36,60.8,97.3,1,0.99,12.7,supine
2024-01-15 23:58:38,63.9,97.2,1,0.931,13.5,supine
2024-01-15 23:58:40,62.8,97.7,0.962,0.958,14.1,supine
2024-01-15 23:58:42,60.6,97.2,0.963,0.986,14.1,supine
2024-01-15 23:58:44,61.1,97.5,0.979,0.933,13.6,supine
2024-01-15 23:58:46,61.7,97.2,1,1,13,supine
2024-01-15 23:58:48,59.3,97.9,0.974,0.997,13.9,supine
2024-01-15 23:58:50,64.2,97.7,0.97,1,13.9,supine
2024-01-15 23:58:52,61.8,97.4,0.975,1,13.9,supine
2024-01-15 23:58:54,65.1,97.6,0.983,0.969,14.8,supine
2024-01-15 23:58:56,63,97.4,1,0.962,14.2,supine
2024-01-15 23:58:58,61.9,97.8,0.968,1,14.2,supine
2024-01-15 23:59:00,62.5,97.5,1,0.975,14,supine
2024-01-15 23:59:02,63.3,97.7,0.974,0.963,13.6,supine
2024-01-15 23:59:04,64.1,97.2,1,1,14.3,supine
2024-01-15 23:59:06,63,97.9,1,0.982,14.2,supine
2024-01-15 23:59:08,60.3,97.6,0.985,1,13.7,supine
2024-01-15 23:59:10,61.2,98.4,0.96,1,15.2,supine
2024-01-15 23:59:12,62.5,96.9,0.984,0.962,13.3,supine
2024-01-15 23:59:14,59.2,97.4,1,1,14.1,supine
2024-01-15 23:59:16,63,97.3,0.991,1,13.9,supine
2024-01-15 23:59:18,61.8,97.6,0.99,1,13.6,supine
2024-01-15 23:59:20,62.3,97.3,0.981,1,14.3,supine
2024-01-15 23:59:22,58.7,96.8,1,1,14.7,supine
2024-01-15 23:59:24,63.4,98,0.979,1,13.7,supine
2024-01-15 23:59:26,62.3,97.3,0.986,0.995,13.9,supine
2024-01-15 23:59:28,62.3,97.5,1,1,13.9,supine
2024-01-15 23:59:30,61.6,98.3,1,0.969,14.3,supine
2024-01-15 23:59:32,62.5,97.2,1,0.992,14.4,supine
2024-01-15 23:59:34,60.1,97.1,1,0.942,14.1,supine
2024-01-15 23:59:36,60.8,97.4,0.998,1,14.2,supine
2024-01-15 23:59:38,60.8,98.1,1,1,14,supine
2024-01-15 23:59:40,65.2,97.5,0.973,0.982,14.3,supine
2024-01-15 23:59:42,64.9,97.6,1,1,14.1,supine
2024-01-15 23:59:44,62.1,97.8,1,1,13,supine
2024-01-15 23:59:46,61,97.1,1,0.951,14.3,supine
2024-01-15 23:59:48,63.9,97.2,1,1,14,supine
2024-01-15 23:59:50,63.6,97.6,1,1,14.4,supine
2024-01-15 23:59:52,65.5,97.8,1,0.992,13.1,supine
2024-01-15 23:59:54,63.9,96.6,1,0.94,13,supine
2024-01-15 23:59:56,60.5,97.9,1,0.98,14.2,supine
2024-01-15 23:59:58,62.5,97.1,1,1,13.5,supine
2024-01-16 00:00:00,57.8,97.7,0.054,0.799,0,supine
2024-01-16 00:00:02,62.1,97.5,0.055,0.693,0,supine
2024-01-16 00:00:04,60.2,97.2,0.074,0.725,0,supine
2024-01-16 00:00:06,57.8,97.8,0.033,0.718,0,supine
2024-01-16 00:00:08,57,97.9,0.064,0.748,0,supine
2024-01-16 00:00:10,59.1,98,0.069,0.762,0,supine
2024-01-16 00:00:12,58.7,97.1,0.021,0.788,0,supine
2024-01-16 00:00:14,60,97.2,0.027,0.77,0,supine
2024-01-16 00:00:16,57.5,95.1,0.059,0.601,0,supine
2024-01-16 00:00:18,60.8,94.8,0.055,0.707,0,supine
2024-01-16 00:00:20,56.9,94.7,0.049,0.692,0,supine
2024-01-16 00:00:22,56,93.6,0.038,0.664,0,supine
2024-01-16 00:00:24,61.8,93.1,0.046,0.644,0,supine
2024-01-16 00:00:26,65.7,93.1,0.984,1,13.6,supine
2024-01-16 00:00:28,64.7,92.6,0.964,1,13.5,supine
2024-01-16 00:00:30,67.9,92.5,0.989,1,14.5,supine
2024-01-16 00:00:32,66.6,92.6,1,0.972,14.5,supine
2024-01-16 00:00:34,67.6,92.7,0.97,0.974,14.5,supine
2024-01-16 00:00:36,61.5,91.8,1,0.992,14.6,supine
2024-01-16 00:00:38,61.8,92,0.977,0.987,14.5,supine
2024-01-16 00:00:40,61.3,97.5,0.985,0.979,14.8,supine
2024-01-16 00:00:42,60.5,97.5,1,0.991,14.2,supine
2024-01-16 00:00:44,60.8,97.5,0.971,0.95,13.6,supine
2024-01-16 00:00:46,62.4,97.4,1,0.989,14.5,supine
2024-01-16 00:00:48,63.2,97.5,0.983,0.997,13.3,supine
2024-01-16 00:00:50,62.6,97.2,0.946,1,14,supine
2024-01-16 00:00:52,62.7,97.3,0.938,1,13.9,supine
2024-01-16 00:00:54,62.2,97.3,0.987,0.978,13.7,supine
2024-01-16 00:00:56,62,97.4,1,1,13.9,supine
2024-01-16 00:00:58,62.2,97.3,1,0.968,13.3,supine
2024-01-16 00:01:00,61.5,97.4,0.97,1,15.3,supine
2024-01-16 00:01:02,62.6,97.8,1,1,14.5,supine
2024-01-16 00:01:04,63.8,96.9,0.993,0.994,14.1,supine
2024-01-16 00:01:06,63.1,97.2,1,1,12.8,supine
2024-01-16 00:01:08,61.8,97.7,1,1,13.5,supine
2024-01-16 00:01:10,63.5,97.8,0.989,1,14.2,supine
2024-01-16 00:01:12,60.3,98.2,1,1,14.8,supine
2024-01-16 00:01:14,61.9,98,0.997,1,14.1,supine
2024-01-16 00:01:16,62.1,97.3,1,1,13.6,supine
