timestamp,heartRate,spo2,breathRate,breathDepth,temperature
2026-02-23 23:12:40,59.8,97.6,15.9,3.8,36.2
2026-02-23 23:12:50,60,95.7,19.4,3.5,37.1
2026-02-23 23:13:00,61.9,97.7,18.1,4.5,36.4
2026-02-23 23:13:10,59.7,95.2,17.9,2.7,37.4
2026-02-23 23:13:20,62.8,96.6,16.4,3.8,36.5
2026-02-23 23:13:30,62.6,97.7,13.8,3.9,36.4
2026-02-23 23:13:40,60.7,96.6,13,4.9,36.8
2026-02-23 23:13:50,60.7,97,13,3.4,36.4
2026-02-23 23:14:00,60.1,97.9,15,2.7,36.4
2026-02-23 23:14:10,62.8,95.2,17.3,4.8,37.1
2026-02-23 23:14:20,59.9,99.4,19.1,4.6,36.5
2026-02-23 23:14:30,63.1,95.4,15.7,4.5,36.7
2026-02-23 23:14:40,60.2,99.8,12.6,3.1,36.3
2026-02-23 23:14:50,62,97.3,18.7,4.7,37
2026-02-23 23:15:00,61.5,99.9,15.8,2,36.2
2026-02-23 23:15:10,60.9,98.7,17.4,2.4,37.1
2026-02-23 23:15:20,60.7,99.7,14.3,2.3,36.9
2026-02-23 23:15:30,61.8,96.6,15.4,4.4,37.2
2026-02-23 23:15:40,60.3,95.5,19,3.3,36.4
2026-02-23 23:15:50,60.7,97.5,15.9,3.5,37.1
2026-02-23 23:16:00,62.6,99.9,15.3,2.3,36.1
2026-02-23 23:16:10,60.6,95.1,17.3,4.1,36.1
2026-02-23 23:16:20,62.5,97.3,19.2,2.2,36.9
2026-02-23 23:16:30,59.5,97.1,13,3.9,37
2026-02-23 23:16:40,62.3,96.5,12.7,2.7,36.1
2026-02-23 23:16:50,62.1,97.3,17.4,4.3,37.3
2026-02-23 23:17:00,62,99.6,16.3,3.1,36.4
2026-02-23 23:17:10,59.6,95.2,12.3,4.6,36.5
2026-02-23 23:17:20,62.7,97.7,19.5,4.7,36.5
2026-02-23 23:17:30,59.1,99.2,18.3,3.8,36.2
2026-02-23 23:17:40,61.2,99.9,13.3,4.2,37.1
2026-02-23 23:17:50,60.7,98,19.5,4.4,36.2
2026-02-23 23:18:00,60.9,98.8,13.1,2,37.1
2026-02-23 23:18:10,60.2,95.4,19.5,4.2,37.5
2026-02-23 23:18:20,62.1,97.2,15.2,2.6,36.3
2026-02-23 23:18:30,59.3,96.6,19.6,4.7,36.8
2026-02-23 23:18:40,59.7,98.4,14.4,4.6,37.3
2026-02-23 23:18:50,62.4,98.8,18.4,2.7,36.8
2026-02-23 23:19:00,62.7,95.1,16.3,2.7,36.5
2026-02-23 23:19:10,60.3,97.2,15.4,2.8,37
2026-02-23 23:19:20,62.2,99.1,14.8,2.9,37.5
2026-02-23 23:19:30,60.3,96.9,16.5,2.8,36.8
2026-02-23 23:19:40,62.4,97.6,14.3,3.8,36.2
2026-02-23 23:19:50,60.8,98.9,13.4,4.7,36.7
2026-02-23 23:20:00,59.2,96.4,18.5,3.3,36.6
2026-02-23 23:20:10,61.3,99.3,16.8,2.3,36.2
2026-02-23 23:20:20,61.8,96.8,17.2,2.5,36.2
2026-02-23 23:20:30,60.5,98.6,12.1,2.7,36.8
2026-02-23 23:20:40,61.6,98.8,13.5,3.8,36.5
2026-02-23 23:20:50,59.4,99.2,14.4,2.6,36.7
2026-02-23 23:21:00,62.4,96.9,12.6,3.4,36.1
2026-02-23 23:21:10,58.8,98.1,18,4.2,36.8
2026-02-23 23:21:20,61.5,96.4,19.2,2.3,36.7
2026-02-23 23:21:30,61,95.2,16.6,3.9,37.2
2026-02-23 23:21:40,60,97.1,18.9,2.4,36.7
2026-02-23 23:21:50,60.3,96.3,16,2.9,36.3
2026-02-23 23:22:00,62,95.8,16.9,4,36.9
2026-02-23 23:22:10,61.6,95.5,13.5,4.4,37.4
2026-02-23 23:22:20,59.6,98.5,13.7,3.5,36.9
2026-02-23 23:22:30,61.7,99.6,18.7,2.8,36.3
2026-02-23 23:22:40,62,96.2,13.2,4.5,36.3
2026-02-23 23:22:50,60.5,98.5,13.8,2.3,36.8
2026-02-23 23:23:00,59.1,95.1,13.8,4.7,37.1
2026-02-23 23:23:10,61.4,97.7,16.1,3.6,36.5
2026-02-23 23:23:20,60.5,97.2,17.5,4.8,36.3
2026-02-23 23:23:30,59.7,99.3,12.5,3.3,36.7
2026-02-23 23:23:40,61.8,99.2,18.4,2.7,36.6
2026-02-23 23:23:50,62.2,97.3,19.2,4,36.9
2026-02-23 23:24:00,58.8,96.1,19.1,4.6,37.1
2026-02-23 23:24:10,60.1,98.6,13.8,2.6,37.4
2026-02-23 23:24:20,58.7,99,15.8,3.3,36.3
2026-02-23 23:24:30,62.3,98.8,16.2,4.6,37.4
2026-02-23 23:24:40,60,96.4,13,2,36.7
2026-02-23 23:24:50,58.5,95.1,13,4.4,36.3
2026-02-23 23:25:00,60.1,99.7,12.1,4.4,36.9
2026-02-23 23:25:10,59.2,98.4,14.1,3.1,37.3
2026-02-23 23:25:20,60.1,95.2,14,2.7,36.7
2026-02-23 23:25:30,58.8,97.9,16.7,2.6,37.2
2026-02-23 23:25:40,61.9,98.1,14.1,3.6,36.8
2026-02-23 23:25:50,62,97.7,15,4.4,37.1
2026-02-23 23:26:00,58.3,97.7,19,4.7,37.4
2026-02-23 23:26:10,62.3,98.3,15.2,2.1,36.6
2026-02-23 23:26:20,60.9,95.9,15.1,3.7,37
2026-02-23 23:26:30,61.6,95.9,12.1,2.9,36.6
2026-02-23 23:26:40,58.5,96.3,12,4,37.2
2026-02-23 23:26:50,58.4,97.5,17.9,5,36.3
2026-02-23 23:27:00,61.5,95.8,16.5,3.3,36.3
2026-02-23 23:27:10,61.2,99.1,15.9,2.6,36.5
2026-02-23 23:27:20,58.5,98.3,16,3.5,37.2
2026-02-23 23:27:30,62,99.6,12.5,4.1,37.3
2026-02-23 23:27:40,61,97.2,19.1,3.5,37.1
2026-02-23 23:27:50,58.3,96.4,15,4.5,37.3
2026-02-23 23:28:00,59.7,98.9,16.5,3.5,37.2
2026-02-23 23:28:10,62.1,99.4,19.9,2.2,37.2
2026-02-23 23:28:20,59.3,99.2,14.1,2.9,36.2
2026-02-23 23:28:30,61.9,96.9,15.9,3.3,36.5
2026-02-23 23:28:40,60.8,96.3,18.3,2.8,36.2
2026-02-23 23:28:50,60.8,95.7,14.4,3.4,37
2026-02-23 23:29:00,59.7,99.2,19.6,3.7,36.8
2026-02-23 23:29:10,60.6,99.5,19.4,4.8,37.2
2026-02-23 23:29:20,60.4,97.4,16.5,3.2,37.1
2026-02-23 23:29:30,61.7,99.6,12.1,4.1,36.7
2026-02-23 23:29:40,59.6,95.8,19.5,4.3,37.4
2026-02-23 23:29:50,61.4,97.7,19.3,2.3,36.2
2026-02-23 23:30:00,113.7,97.2,14,4,36.2
2026-02-23 23:30:10,59.7,96.4,16.7,4.7,37.4
2026-02-23 23:30:20,61.2,95,19.2,2.7,36
2026-02-23 23:30:30,61.6,99,16,2.8,37.2
2026-02-23 23:30:40,58.6,96.1,16.3,3.5,36.1
2026-02-23 23:30:50,60.5,99.9,16.9,4.9,37.2
2026-02-23 23:31:00,60.9,96.7,19.9,3.2,36.3
2026-02-23 23:31:10,61.6,99.3,15.7,2.1,37.3
2026-02-23 23:31:20,61.3,99.8,16.5,3.8,37.3
2026-02-23 23:31:30,60.9,99.9,15.2,3.4,37.2
2026-02-23 23:31:40,58.2,98,14.9,3.8,37
2026-02-23 23:31:50,59.1,95.6,19.7,3.3,37
2026-02-23 23:32:00,60.7,97.1,18.9,2.3,36.6
2026-02-23 23:32:10,61.3,99.1,16.5,2.2,36.7
2026-02-23 23:32:20,59,98.4,14,3.7,37
2026-02-23 23:32:30,60.4,98.6,18.4,3.7,36.8
2026-02-23 23:32:40,60.9,95,12.4,4,36.5
2026-02-23 23:32:50,59.7,96.9,15.8,4.5,37.1
2026-02-23 23:33:00,58.8,97.9,13.9,4.3,36.8
2026-02-23 23:33:10,60.6,97,17.4,4.7,37.3
2026-02-23 23:33:20,57.8,96.1,12.7,2.3,37.3
2026-02-23 23:33:30,58.2,99.1,13.4,4.5,36.8
2026-02-23 23:33:40,60.6,96.6,12.1,2.5,36.9
2026-02-23 23:33:50,58.3,98.1,19,4.1,37
2026-02-23 23:34:00,58.7,96.8,19.9,4.8,36.3
2026-02-23 23:34:10,58.5,95.2,18.9,2.5,36.1
2026-02-23 23:34:20,61.5,99.5,13.9,3.9,36.6
2026-02-23 23:34:30,60,98.8,15.6,3.5,36.4
2026-02-23 23:34:40,61.5,96.1,15.9,4.1,36.7
2026-02-23 23:34:50,58.2,99.5,13.7,4.5,36.6
2026-02-23 23:35:00,58.7,96.1,19.3,3.8,36.2
2026-02-23 23:35:10,58,97.2,13.8,2.7,37.4
2026-02-23 23:35:20,57.7,99.5,16.3,2.8,36.2
2026-02-23 23:35:30,58.1,98.3,17.4,4.5,37
2026-02-23 23:35:40,61,96.6,17.9,2.8,37.2
2026-02-23 23:35:50,59.8,95.1,18.8,3.6,36.5
2026-02-23 23:36:00,60.6,95.5,13.4,4.7,37.1
2026-02-23 23:36:10,58.2,96.4,14.7,3.5,36.5
2026-02-23 23:36:20,58.7,97.6,12.3,3.6,36.6
2026-02-23 23:36:30,58.2,95.2,17.8,2.4,37
2026-02-23 23:36:40,57.6,99.5,15.6,4.8,36.9
2026-02-23 23:36:50,58.6,97.3,20,3.1,36
2026-02-23 23:37:00,60.1,95.5,13.5,2.8,37
2026-02-23 23:37:10,58.3,98.9,18.8,2.5,36.4
2026-02-23 23:37:20,60.7,96.3,18.9,4.9,37.1
2026-02-23 23:37:30,60.1,99,16.1,2.7,36.2
2026-02-23 23:37:40,58.9,98.4,17.3,3.9,36.3
2026-02-23 23:37:50,57.7,95.6,15.3,3.7,37.2
2026-02-23 23:38:00,60.7,99.2,19.2,4.8,37
2026-02-23 23:38:10,57.9,96.8,19.5,3.8,37.2
2026-02-23 23:38:20,59.8,96.3,19,4.8,36
2026-02-23 23:38:30,57.4,99.9,14.1,2.8,37
2026-02-23 23:38:40,57.7,97.1,13.1,4.4,37.4
2026-02-23 23:38:50,59.5,99.3,18.1,4.3,36
2026-02-23 23:39:00,60.1,95.6,15.9,2.9,36.1
2026-02-23 23:39:10,60.3,98.8,19.7,3.4,36.1
2026-02-23 23:39:20,59.8,99.5,15.5,2.9,37
2026-02-23 23:39:30,60.6,95.5,12.6,3.8,36.5
2026-02-23 23:39:40,61.2,99.7,19.9,3,36.1
2026-02-23 23:39:50,58.3,96.8,17.2,3.5,37.2
2026-02-23 23:40:00,59,98.2,16.7,3.3,36.8
2026-02-23 23:40:10,59.2,97.1,15.4,4.3,37.3
2026-02-23 23:40:20,60.7,99.5,15.6,2.2,37.5
2026-02-23 23:40:30,58.9,99.2,14.1,3.3,37.4
2026-02-23 23:40:40,60.9,97.7,12.3,2.2,36.8
2026-02-23 23:40:50,60.7,96.3,16.8,4.4,37.1
2026-02-23 23:41:00,58.8,98.7,19.7,4.3,36.1
2026-02-23 23:41:10,57.8,98,14.6,4.4,37.3
2026-02-23 23:41:20,59.9,98.9,15.9,4,36
2026-02-23 23:41:30,58.5,99.5,15.8,3.3,37.3
2026-02-23 23:41:40,57.9,97.3,15.5,4.2,37
2026-02-23 23:41:50,60.3,99.8,19.7,2.9,36.8
2026-02-23 23:42:00,58.7,99.5,12.2,3.9,36.4
2026-02-23 23:42:10,59.4,96.9,14.9,3.3,37
2026-02-23 23:42:20,59.2,95,12.1,4.7,36.3
2026-02-23 23:42:30,59,99.9,15,2.6,36.9
2026-02-23 23:42:40,57.5,98.8,15,2.3,37.2
2026-02-23 23:42:50,58.1,96.4,16,4.6,37.5
2026-02-23 23:43:00,59.6,98.9,14.6,4.5,37.1
2026-02-23 23:43:10,59.2,99.4,12.2,4.2,36.7
2026-02-23 23:43:20,57.6,97.1,13.8,2.2,36.7
2026-02-23 23:43:30,60.3,96.8,12.7,3.8,36.2
2026-02-23 23:43:40,56.9,96.4,19.4,3.2,37.1
2026-02-23 23:43:50,60.4,98.8,17,3.6,37.3
2026-02-23 23:44:00,58.7,99.3,16.3,2.4,37
2026-02-23 23:44:10,57.6,96.9,18.6,3.3,37
2026-02-23 23:44:20,58.6,95.5,14.7,3.6,36
2026-02-23 23:44:30,58.2,96.6,14.1,3.1,37.4
2026-02-23 23:44:40,58.4,97.7,16.8,3.8,36.3
2026-02-23 23:44:50,59.9,100,18,3.9,36.3
2026-02-23 23:45:00,57.7,99.8,17.6,2.7,37.3
2026-02-23 23:45:10,60.2,99.9,15.2,3.9,37.2
2026-02-23 23:45:20,57.4,99.1,19.9,2.4,36.4
2026-02-23 23:45:30,57.5,95.1,18.4,4.5,36.8
2026-02-23 23:45:40,60.1,97.4,18.1,4.2,36.4
2026-02-23 23:45:50,57.6,96.3,12.5,4.1,36.7
2026-02-23 23:46:00,57.3,97.2,17.5,4.7,36.4
2026-02-23 23:46:10,58.5,95.9,17.1,2.6,36.7
2026-02-23 23:46:20,58.1,96.4,14.3,2.6,36.4
2026-02-23 23:46:30,57.7,96,19,4.3,37
2026-02-23 23:46:40,58.2,95.3,12.7,4.6,36.1
2026-02-23 23:46:50,59.5,98,16.1,4.5,37.2
2026-02-23 23:47:00,57.6,97.9,16.9,3.8,36.2
2026-02-23 23:47:10,57.1,96.9,18.3,4.6,37.3
2026-02-23 23:47:20,58,97.7,14.7,3.2,37.2
2026-02-23 23:47:30,59.6,99.6,16.8,2,36.7
2026-02-23 23:47:40,58.5,99.7,16.8,3.3,37.2
2026-02-23 23:47:50,60.4,95.6,14.1,2.8,37.4
2026-02-23 23:48:00,60,98,15.1,4.9,37.3
2026-02-23 23:48:10,59.1,98.4,14.1,4.4,37.2
2026-02-23 23:48:20,58.1,97.9,18.1,2.5,36.1
2026-02-23 23:48:30,59.8,96,17.8,2.5,37.2
2026-02-23 23:48:40,59.3,97.6,15.5,3.3,36.3
2026-02-23 23:48:50,56.5,96,12.5,2.1,37.2
2026-02-23 23:49:00,59.2,98,19.3,4.9,37
2026-02-23 23:49:10,57.7,98.5,19.7,2,37.2
2026-02-23 23:49:20,56.7,95.6,15.8,4.3,37.3
2026-02-23 23:49:30,57.6,97.2,17,2.3,37.1
2026-02-23 23:49:40,57.1,98.1,19.6,3.2,36.4
2026-02-23 23:49:50,57.9,96.3,17.2,2.4,37
2026-02-23 23:50:00,56.5,95.1,16.8,2.9,36.6
2026-02-23 23:50:10,56.4,98.4,19.4,2.4,36.4
2026-02-23 23:50:20,57.6,99.4,18.6,2.5,36.3
2026-02-23 23:50:30,59.8,96.6,14.3,2.4,36.2
2026-02-23 23:50:40,58,98.7,13.5,3.8,37.4
2026-02-23 23:50:50,56.4,99.7,12,3.9,37
2026-02-23 23:51:00,59.4,99.3,13.2,3.3,37.3
2026-02-23 23:51:10,56.5,97.4,13.5,2.1,37.2
2026-02-23 23:51:20,56.9,99.5,13.9,2.2,37.4
2026-02-23 23:51:30,57.2,95.7,12.8,3.5,37.2
2026-02-23 23:51:40,56.5,98.8,13.4,3.3,37.2
2026-02-23 23:51:50,58.8,97.1,16.3,4.2,36.5
2026-02-23 23:52:00,57.5,98.4,15.5,3.5,37.2
2026-02-23 23:52:10,59.4,98.9,18.2,4.1,37.4
2026-02-23 23:52:20,57.5,99.1,17.2,4.8,36.1
2026-02-23 23:52:30,57.9,97.1,13.3,4,37
2026-02-23 23:52:40,57.1,95,19,2.6,37.2
2026-02-23 23:52:50,56.7,96.1,19.9,3.5,36.5
2026-02-23 23:53:00,56.6,98.1,18.6,2,36.7
2026-02-23 23:53:10,58.5,98.9,13.6,3.2,37.4
2026-02-23 23:53:20,57.2,97.1,14.9,2.4,36.8
2026-02-23 23:53:30,56.5,95,12.1,3.3,36.2
2026-02-23 23:53:40,56.9,98.9,16.1,3,37.4
2026-02-23 23:53:50,56.7,97.7,15.3,4.2,36.3
2026-02-23 23:54:00,56.7,96.4,14.3,4.6,37.1
2026-02-23 23:54:10,59.6,95.7,17.8,3.6,37.1
2026-02-23 23:54:20,58.2,98.5,14.7,2.1,36.8
2026-02-23 23:54:30,58.7,99,17.8,2.2,36.2
2026-02-23 23:54:40,57.3,97.3,12.9,3,36
2026-02-23 23:54:50,58.4,97.8,16.9,3.2,36
2026-02-23 23:55:00,56.6,96.8,20,3,37
2026-02-23 23:55:10,58.5,98.9,12.5,4.7,36.4
2026-02-23 23:55:20,56.2,97.5,19.8,3.3,36.4
2026-02-23 23:55:30,59.5,97.7,16.5,3.6,36.8
2026-02-23 23:55:40,56.7,98.6,17.1,4.3,36.8
2026-02-23 23:55:50,59,98.9,16,2.8,36.1
2026-02-23 23:56:00,56.6,98.2,18.2,4.8,36.7
2026-02-23 23:56:10,57.5,97.5,18.5,2.6,37.2
2026-02-23 23:56:20,59.6,97.6,18.7,4.2,36.2
2026-02-23 23:56:30,58.5,99.9,13.4,4.4,36.5
2026-02-23 23:56:40,57.5,96.1,19.6,2.9,36.7
2026-02-23 23:56:50,57.7,96.3,14.5,4.3,36.5
2026-02-23 23:57:00,56,96,13.8,2.3,36.2
2026-02-23 23:57:10,57.5,99.9,17.5,2.9,36.6
2026-02-23 23:57:20,56.1,97.2,13.9,2.3,36.1
2026-02-23 23:57:30,57.6,98.6,17.6,2.8,36
2026-02-23 23:57:40,56,97,12.5,2.6,37.3
2026-02-23 23:57:50,55.9,98.2,14,2.7,37.3
2026-02-23 23:58:00,58.4,97.4,15.4,4.9,37.2
2026-02-23 23:58:10,56.7,97.2,14.1,2.5,36.2
2026-02-23 23:58:20,57.6,96.1,18.6,3.2,37.4
2026-02-23 23:58:30,57.4,96.7,12.5,3.2,36.6
2026-02-23 23:58:40,55.7,97.3,14.8,3.3,37.2
2026-02-23 23:58:50,56.9,96,16.8,3.8,36
2026-02-23 23:59:00,55.9,98.2,15.7,2.8,36.3
2026-02-23 23:59:10,57.8,97.5,18.7,2.6,36.6
2026-02-23 23:59:20,56.1,97.2,14.7,3.2,37
2026-02-23 23:59:30,58,99.4,15.3,3,36.6
2026-02-23 23:59:40,56,98.8,14.6,2.7,36.8
2026-02-23 23:59:50,57.5,95.2,14.3,4.5,37.2
2026-02-24 00:00:00,42.3,95.8,15,4.1,36.2
2026-02-24 00:00:10,60.4,98.7,13.5,4.8,36.1
2026-02-24 00:00:20,57.3,95.2,13,5,37.3
2026-02-24 00:00:30,60.4,96.8,15.9,2.3,36.5
2026-02-24 00:00:40,58.4,96.9,16.5,4,36.4
2026-02-24 00:00:50,59.4,95.5,13.5,2.3,37.4
2026-02-24 00:01:00,59.3,96.9,18.9,2.3,37.3
2026-02-24 00:01:10,58.4,98.5,18.5,4.4,37.2
2026-02-24 00:01:20,57.8,98.1,18.2,3.9,36.7
2026-02-24 00:01:30,58.1,95.9,19.8,2.8,36.7
2026-02-24 00:01:40,59.6,99.9,16.2,2.4,37.2
2026-02-24 00:01:50,60.4,98.4,12.9,2.6,36.8
2026-02-24 00:02:00,60.2,99.4,12.7,3.2,36.4
2026-02-24 00:02:10,56.9,99.3,15.8,4.1,36.7
2026-02-24 00:02:20,60.2,97.2,16.1,4.7,36.4
2026-02-24 00:02:30,59.3,97.8,15.7,2.7,36.9
2026-02-24 00:02:40,59.1,97.1,16.8,2.6,36.1
2026-02-24 00:02:50,60.7,97.1,17.8,2.6,36.6
2026-02-24 00:03:00,58.2,97.8,14.4,4.4,36.4
2026-02-24 00:03:10,56.9,95.6,18.2,4.8,36.2
2026-02-24 00:03:20,58.7,97,13.5,2.9,36.3
2026-02-24 00:03:30,57.6,96.3,18.6,3.9,37.5
2026-02-24 00:03:40,57.5,97.2,18.9,3.7,36.3
2026-02-24 00:03:50,58.9,96.6,13.8,2.3,36.5
2026-02-24 00:04:00,58.5,95.3,17.8,3.4,37.4
2026-02-24 00:04:10,57.5,98.6,12.8,3.7,37
2026-02-24 00:04:20,60.4,96.2,16.3,3.4,37.5
2026-02-24 00:04:30,60.1,95.9,18,4.2,36.4
2026-02-24 00:04:40,59.6,98.5,19.6,2.7,37.5
2026-02-24 00:04:50,60.4,97.1,19.9,4.4,36.3
2026-02-24 00:05:00,58.7,96.5,12.3,4.2,37.4
2026-02-24 00:05:10,57.5,96.3,16.5,2.7,36.8
2026-02-24 00:05:20,57.2,95.1,19.1,2.9,36.8
2026-02-24 00:05:30,59.5,96,12.2,2.7,36.4
2026-02-24 00:05:40,57,97.4,19.4,3.7,36.4
2026-02-24 00:05:50,60.3,97.8,14.9,3.8,36.6
2026-02-24 00:06:00,60.2,95.3,13.4,4.4,37.2
2026-02-24 00:06:10,58.4,99.4,19.7,2.4,36.8
2026-02-24 00:06:20,58.1,98.1,18,3.1,37
2026-02-24 00:06:30,59.4,95.8,15.4,3.3,36.7
2026-02-24 00:06:40,56.8,97,18.1,4.9,37.3
2026-02-24 00:06:50,57.1,96,19.4,4.5,36.8
2026-02-24 00:07:00,57.4,98.4,12,3.7,37.2
2026-02-24 00:07:10,58.8,96.3,19,4.6,36.2
2026-02-24 00:07:20,58.6,96,19.1,2.7,36.8
2026-02-24 00:07:30,59.3,95.7,16,2.3,37.2
2026-02-24 00:07:40,58.9,97.4,16.7,3.8,37
2026-02-24 00:07:50,57.9,98.2,17.8,2.3,37.1
2026-02-24 00:08:00,60.2,98.2,17.7,3.8,37.4
2026-02-24 00:08:10,58.6,99.9,15.7,4.7,37.2
2026-02-24 00:08:20,56.9,97,18.6,3.7,37.2
2026-02-24 00:08:30,59.8,98.9,18.9,3.5,37.5
2026-02-24 00:08:40,60.1,96.6,16.5,3.4,36.3
2026-02-24 00:08:50,59.4,97.9,15.2,3.1,37.3
2026-02-24 00:09:00,58.6,99.2,17.6,4.1,36.4
2026-02-24 00:09:10,58.4,99.5,16.3,2.9,36.8
2026-02-24 00:09:20,58.3,98.9,14,4.4,36.4
2026-02-24 00:09:30,59.2,99.7,15.5,4.9,36.9
2026-02-24 00:09:40,59.3,99,13.3,3.8,36.4
2026-02-24 00:09:50,57.4,97.6,17.4,4.4,37.4
2026-02-24 00:10:00,59.3,95,18.8,3,37.1
2026-02-24 00:10:10,57.6,95.5,19,2.4,37.1
2026-02-24 00:10:20,57.5,98.9,13.4,3.8,36.4
2026-02-24 00:10:30,59.6,98.9,20,3.6,36.4
2026-02-24 00:10:40,56.8,99.1,15.2,2.7,37
2026-02-24 00:10:50,59.5,97.3,19.5,4,37.5
2026-02-24 00:11:00,57.4,98.1,12.2,3.5,36.6
2026-02-24 00:11:10,59.5,98.8,13.3,2.7,36.2
2026-02-24 00:11:20,56.6,95.7,18.3,4.5,37.5
2026-02-24 00:11:30,59.8,99.6,19,4.4,37
2026-02-24 00:11:40,60.4,99.1,17.3,4.2,37
2026-02-24 00:11:50,60.2,97.6,19.4,2.8,36.4
2026-02-24 00:12:00,56.7,97.1,18,4.9,37.3
2026-02-24 00:12:10,60,98.5,18,4.7,36.5
2026-02-24 00:12:20,57.4,96.8,13.1,4.3,37.2
2026-02-24 00:12:30,57.5,95.8,17.2,3.9,36.3
2026-02-24 00:12:40,58.2,97.5,15.6,3.5,36.9
2026-02-24 00:12:50,60.3,98.9,19.6,4,36.4
2026-02-24 00:13:00,57.9,95.4,17.2,3,36.5
2026-02-24 00:13:10,59.3,97.8,16.9,4.6,36.7
2026-02-24 00:13:20,58.9,99.7,15.8,2.3,36.2
2026-02-24 00:13:30,56.7,98.7,15.4,2.3,36.1
2026-02-24 00:13:40,59.5,95.4,15.2,4.4,36.7
2026-02-24 00:13:50,58.4,98.5,19,4.8,36.6
2026-02-24 00:14:00,56.8,98.8,14,3.9,36.9
2026-02-24 00:14:10,57,96.8,13.9,2,36.7
2026-02-24 00:14:20,57.7,98.3,13.9,2.6,36.2
2026-02-24 00:14:30,58.8,98.7,15.1,2.2,37
2026-02-24 00:14:40,57.9,99.2,13.5,2.3,36
2026-02-24 00:14:50,60.5,96.4,19.8,3.7,37.4
2026-02-24 00:15:00,60.4,98.2,12,4.3,36.3
2026-02-24 00:15:10,57.8,99.5,15.3,2.2,36.6
2026-02-24 00:15:20,59.2,95.1,18.7,3.9,36.9
2026-02-24 00:15:30,58.5,96.7,12.9,4.4,36.4
2026-02-24 00:15:40,58.3,95.5,18.6,4.7,36.7
2026-02-24 00:15:50,58.8,97.6,13.9,3.4,36.1
2026-02-24 00:16:00,56.6,97.7,18.5,3.5,36.8
2026-02-24 00:16:10,58.1,98.1,16.2,2.2,36.2
2026-02-24 00:16:20,59.5,99,17.2,5,36.8
2026-02-24 00:16:30,56.6,99.9,15.6,4,37.3
2026-02-24 00:16:40,59.8,96.2,14.4,4.7,37
2026-02-24 00:16:50,58.8,99.3,17.8,4,36.2
2026-02-24 00:17:00,58.2,98.3,19.9,2.5,37.2
2026-02-24 00:17:10,60.1,99.4,16.2,2.4,36.6
2026-02-24 00:17:20,58,96.5,18.9,2.8,36.2
2026-02-24 00:17:30,58.2,96.6,14.4,2.6,37.1
2026-02-24 00:17:40,56.6,96.6,19.4,3.7,36.9
2026-02-24 00:17:50,57.2,99.1,12.3,2.6,36.5
2026-02-24 00:18:00,58.7,95.1,15.4,2.5,36.5
2026-02-24 00:18:10,60.1,98.4,14.3,4.1,36.2
2026-02-24 00:18:20,57.6,97.6,13.4,4,36.8
2026-02-24 00:18:30,57.7,96.1,15.2,5,36.6
2026-02-24 00:18:40,57.9,97.3,18,3.6,36.4
2026-02-24 00:18:50,56.8,99.5,20,2.3,36.2
2026-02-24 00:19:00,59.3,98.8,15.8,3.5,37.3
2026-02-24 00:19:10,57.3,96.2,17.3,4.1,36
2026-02-24 00:19:20,59.3,100,13,4.7,37.2
2026-02-24 00:19:30,58.7,96.2,18.6,2.6,36.4
2026-02-24 00:19:40,59.5,98.9,17.3,2.4,37.1
2026-02-24 00:19:50,59.5,98,15.5,4.5,36.7
2026-02-24 00:20:00,58.2,97,14,2.3,36.5
2026-02-24 00:20:10,58.8,96.7,19.4,4.6,36.6
2026-02-24 00:20:20,56.6,98.6,18.9,4.3,37
2026-02-24 00:20:30,59.6,97.1,16,3.6,37.4
2026-02-24 00:20:40,57.5,97.3,17.6,4.1,37.3
2026-02-24 00:20:50,56.5,96.2,18.5,2,36.4
2026-02-24 00:21:00,57.3,98,16.1,3,37.1
2026-02-24 00:21:10,60.1,97.4,19.5,4.1,36.7
2026-02-24 00:21:20,58.5,96.5,16.8,2.4,37.3
2026-02-24 00:21:30,58.4,98.1,15.4,3.3,36.1
2026-02-24 00:21:40,56.6,97.9,17.5,4.8,36.4
2026-02-24 00:21:50,57.7,99.3,15.6,2.2,37
2026-02-24 00:22:00,59.1,97.9,14.4,2.4,36.4
2026-02-24 00:22:10,58.8,97.2,18,2.3,36.9
2026-02-24 00:22:20,60.3,96.3,19.3,3.5,37.2
2026-02-24 00:22:30,57.7,99.9,13.6,2.8,36.8
2026-02-24 00:22:40,58.1,99.6,18,2.4,36
2026-02-24 00:22:50,58.4,98.3,16.6,2.3,36.7
2026-02-24 00:23:00,59.8,95.9,13.2,2.9,36.1
2026-02-24 00:23:10,58.9,99.8,17.4,5,36.7
2026-02-24 00:23:20,59.1,96.7,14.1,5,36.9
2026-02-24 00:23:30,58.4,95.5,12.8,4.4,36.8
2026-02-24 00:23:40,58.7,99.6,15.7,2.6,37.3
2026-02-24 00:23:50,58.9,99,17.6,3.5,37.4
2026-02-24 00:24:00,58.1,96.4,18.3,4.8,36.1
2026-02-24 00:24:10,58.9,96.7,16.7,2.5,36.3
2026-02-24 00:24:20,57.7,99.7,14.8,2.7,37.1
2026-02-24 00:24:30,58,98.6,18.1,4.4,36.8
2026-02-24 00:24:40,58.7,95.3,15.3,4.2,36.9
2026-02-24 00:24:50,57.1,98.2,12.9,3.8,36.9
2026-02-24 00:25:00,56.9,96.5,13.3,2.2,37.2
2026-02-24 00:25:10,57,99.6,15.4,4.5,37.2
